66,"I9MHCWZA6D2X2EMAO3R2",6.4855,9958.3471,40
67,"C1MZLPHTNER2HGP4C8CA",18.492,2317.4917,17
68,"X7CAOTVF4Z2CJJJV2J8L",76.1922,4481.5858,29
69,"D3XKPA80QBZXJ7FWBB3V",59.66,8502.1218,4
70,"E0OZKM2V6TBSUQGECCMY",85.87,3588.8344,15
71,"ZSSETID9FUEFOACD9BMA",59.5821,7725.8798,34
72,"QUXNB9MJMOS88V4YVCC4",40.1031,5027.4767,27
73,"RE9AAC14HYWGCJS449YD",56.761,6416.6101,18
74,"WPOZ5Q7BL0N7QNG7VZ72",94.5467,2396.0859,21
75,"KM5Z2EVCOFE2NRV6TNES",62.7724,1925.7569,33
76,"V6FW6BC8YEV3NC1UDM9H",23.4549,4068.3068,4
77,"BU8S7O1DDI8NAD74S2T9",52.6278,7443.4338,36
78,"3A6AGV5TAPT0EYMN0AT5",70.9298,7815.5543,18
79,"D6S9644FDKVR0N8533P1",93.2324,8040.264,6
80,"BPY2VAP842SUZZG2F91C",52.0783,4048.6095,20
81,"I287079AK2UH6XU52O50",81.3475,4176.341,15
82,"A9248JY5CMEMH70H0ZLC",49.722,8691.946,5
83,"LPP275NITHXQQ00WAMPT",56.171,3561.6321,36
84,"BGMKQ1QPY0AH28RHMHDH",36.9292,7539.6181,14
85,"OUMZ6SXKU0VBFDDYGEFC",20.3442,7597.4908,30
86,"7V5BLXYCRTUXT724N5TT",23.8916,4654.3395,35
87,"7Z1THS800E0V1E8NJESX",78.8487,6708.2292,1
88,"ITRF1YCKEC5S3XFYFKD4",94.6711,9364.2951,39
89,"SKEWDFVKW1Q6FFQNENDA",27.8749,2779.7021,31
90,"Q2KS9IOEOIHCE0E1E3X1",27.9828,9109.4658,8
91,"SILLCZ6V9A4P4XRISE7S",22.261,3818.1169,25
92,"G3JPZGKHISBXXVLC57JL",52.4436,7561.8847,30
93,"GLS1MZ3Z2HDC4P0JY7JV",49.2738,764.7251,19
94,"7E1O788T4G3JBHMXOWBU",34.2829,9939.1556,30
95,"CTC1UFFOMHW7J97G7LW4",16.5628,1299.144,18
96,"2I9M53FCO9HSOCML1H86",2.8263,1560.9219,26
97,"ULDV0ON1OMG0J2JRPUB8",9.8651,4.1101,16
98,"FDQ7W9L0LHPVZXLE6SDK",96.8343,9181.399,14
99,"QH1X978XOP2J1JHXSNCA",34.8448,930.6611,26
100,"WHY1EIG4QGY859KAE8D9",94.5993,3870.8779,6
